1,2022-04-27,12:00:54,23,41
2,2022-04-27,12:01:54,23,41
3,2022-04-27,12:02:54,23,42
4,2022-04-27,12:03:54,23,42
5,2022-04-27,12:04:55,23,42
6,2022-04-27,12:05:55,23,42
7,2022-04-27,12:06:57,23,43
8,2022-04-27,12:07:58,23,43
9,2022-04-27,12:09:00,23,43
10,2022-04-27,12:10:00,23,43
11,2022-04-27,12:11:01,23,43
12,2022-04-27,12:12:01,23,43
13,2022-04-27,12:13:01,23,44
14,2022-04-27,12:14:01,23,43
15,2022-04-27,12:15:01,23,43
16,2022-04-27,12:16:01,23,44
17,2022-04-27,12:17:02,23,44
18,2022-04-27,12:18:02,23,44
19,2022-04-27,12:19:05,23,43
20,2022-04-27,12:20:07,23,43
21,2022-04-27,12:21:07,23,43
22,2022-04-27,12:22:08,23,43
23,2022-04-27,12:23:08,23,43
24,2022-04-27,12:24:08,23,44
25,2022-04-27,12:25:08,23,43
26,2022-04-27,12:26:09,23,44
27,2022-04-27,12:27:09,23,44
28,2022-04-27,12:28:09,23,44
29,2022-04-27,12:29:10,23,44
30,2022-04-27,12:30:15,23,44
31,2022-04-27,12:31:15,23,44
32,2022-04-27,12:32:15,23,44
33,2022-04-27,12:33:16,23,44
34,2022-04-27,12:34:16,23,44
35,2022-04-27,12:35:16,23,44
36,2022-04-27,12:36:18,23,44
37,2022-04-27,12:37:19,23,44
38,2022-04-27,12:38:19,23,44
39,2022-04-27,12:39:19,23,44
40,2022-04-27,12:40:19,23,44
41,2022-04-27,12:41:19,23,44
42,2022-04-27,12:42:22,23,44
43,2022-04-27,12:43:22,23,44
44,2022-04-27,12:44:25,23,45
45,2022-04-27,12:45:27,23,45
46,2022-04-27,12:46:33,23,45
47,2022-04-27,12:47:33,23,45
48,2022-04-27,12:48:36,23,45
49,2022-04-27,12:49:36,23,45
50,2022-04-27,12:50:41,23,45
51,2022-04-27,12:51:46,23,45
52,2022-04-27,12:52:46,23,46
53,2022-04-27,12:53:46,23,46
54,2022-04-27,12:54:47,23,45
55,2022-04-27,12:55:49,23,45
56,2022-04-27,12:56:49,23,45
57,2022-04-27,12:57:49,23,45
58,2022-04-27,12:58:52,23,45
59,2022-04-27,12:59:52,23,45
60,2022-04-27,13:00:53,23,45
61,2022-04-27,13:01:55,23,45
62,2022-04-27,13:02:55,23,45
63,2022-04-27,13:03:56,23,45
64,2022-04-27,13:04:59,23,45
65,2022-04-27,13:05:59,23,45
66,2022-04-27,13:07:02,23,45
67,2022-04-27,13:08:02,23,45
68,2022-04-27,13:09:02,23,45
69,2022-04-27,13:10:05,23,45
70,2022-04-27,13:11:07,23,45
71,2022-04-27,13:12:10,23,45
72,2022-04-27,13:13:11,23,45
73,2022-04-27,13:14:11,23,45
74,2022-04-27,13:15:13,23,44
75,2022-04-27,13:16:16,23,45
76,2022-04-27,13:17:16,23,45
77,2022-04-27,13:18:16,23,45
78,2022-04-27,13:19:16,23,45
79,2022-04-27,13:20:17,23,45
80,2022-04-27,13:21:17,23,45
81,2022-04-27,13:22:22,23,45
82,2022-04-27,13:23:22,23,45
